Station,Date,Air max,min,heat unit
SHAFTER.A,20170101,54,35,-0.0555555555556
SHAFTER.A,20170102,53,42,1.61111111111
SHAFTER.A,20170103,59,41,3.0
SHAFTER.A,20170104,61,48,5.5
SHAFTER.A,20170105,55,44,2.72222222222
SHAFTER.A,20170106,56,36,0.777777777778
SHAFTER.A,20170107,58,44,3.55555555556
SHAFTER.A,20170108,78,54,11.8888888889
SHAFTER.A,20170109,64,51,7.16666666667
SHAFTER.A,20170110,63,50,6.61111111111
SHAFTER.A,20170111,64,50,6.88888888889
SHAFTER.A,20170112,57,46,3.83333333333
SHAFTER.A,20170113,46,41,-0.611111111111
SHAFTER.A,20170114,56,37,1.05555555556
SHAFTER.A,20170115,56,37,1.05555555556
SHAFTER.A,20170116,58,38,1.88888888889
SHAFTER.A,20170117,58,31,-0.0555555555556
SHAFTER.A,20170118,55,34,-0.0555555555556
SHAFTER.A,20170119,60,44,4.11111111111
SHAFTER.A,20170120,54,46,3.0
SHAFTER.A,20170121,58,42,3.0
SHAFTER.A,20170122,59,37,1.88888888889
SHAFTER.A,20170123,59,38,2.16666666667
SHAFTER.A,20170124,55,39,1.33333333333
SHAFTER.A,20170125,56,34,0.222222222222
SHAFTER.A,20170126,54,32,-0.888888888889
SHAFTER.A,20170127,58,31,-0.0555555555556
SHAFTER.A,20170128,60,32,0.777777777778
SHAFTER.A,20170129,61,37,2.44444444444
SHAFTER.A,20170130,67,33,3.0
SHAFTER.A,20170131,68,36,4.11111111111
SHAFTER.A,20170201,69,37,4.66666666667
SHAFTER.A,20170202,69,49,8.0
SHAFTER.A,20170203,70,51,8.83333333333
SHAFTER.A,20170204,66,42,5.22222222222
SHAFTER.A,20170205,61,41,3.55555555556
SHAFTER.A,20170206,63,51,6.88888888889
SHAFTER.A,20170207,70,52,9.11111111111
SHAFTER.A,20170208,74,54,10.7777777778
SHAFTER.A,20170209,73,55,10.7777777778
SHAFTER.A,20170210,62,54,7.44444444444
SHAFTER.A,20170211,56,43,2.72222222222
SHAFTER.A,20170212,64,40,4.11111111111
SHAFTER.A,20170213,66,39,4.38888888889
SHAFTER.A,20170214,67,48,7.16666666667
SHAFTER.A,20170215,76,53,11.0555555556
SHAFTER.A,20170216,57,46,3.83333333333
SHAFTER.A,20170217,62,52,6.88888888889
SHAFTER.A,20170218,66,50,7.44444444444
SHAFTER.A,20170219,60,48,5.22222222222
SHAFTER.A,20170220,71,52,9.38888888889
SHAFTER.A,20170221,70,50,8.55555555556
SHAFTER.A,20170222,58,45,3.83333333333
SHAFTER.A,20170223,53,35,-0.333333333333
SHAFTER.A,20170224,56,32,-0.333333333333
SHAFTER.A,20170225,52,31,-1.72222222222
SHAFTER.A,20170226,57,38,1.61111111111
SHAFTER.A,20170227,58,45,3.83333333333
SHAFTER.A,20170228,59,35,1.33333333333
SHAFTER.A,20170301,62,33,1.61111111111
SHAFTER.A,20170302,67,35,3.55555555556
SHAFTER.A,20170303,71,36,4.94444444444
SHAFTER.A,20170304,69,42,6.05555555556
SHAFTER.A,20170305,62,41,3.83333333333
