Station,Date,Air max,min,heat unit
WASCO.C,20170101,54,35,-0.0555555555556
WASCO.C,20170102,53,42,1.61111111111
WASCO.C,20170103,59,41,3.0
WASCO.C,20170104,61,48,5.5
WASCO.C,20170105,55,44,2.72222222222
WASCO.C,20170106,56,36,0.777777777778
WASCO.C,20170107,58,44,3.55555555556
WASCO.C,20170108,78,54,11.8888888889
WASCO.C,20170109,64,51,7.16666666667
WASCO.C,20170110,63,50,6.61111111111
WASCO.C,20170111,64,50,6.88888888889
WASCO.C,20170112,57,46,3.83333333333
WASCO.C,20170113,46,41,-0.611111111111
WASCO.C,20170114,56,36,0.777777777778
WASCO.C,20170115,55,36,0.5
WASCO.C,20170116,56,37,1.05555555556
WASCO.C,20170117,58,31,-0.0555555555556
WASCO.C,20170118,55,34,-0.0555555555556
WASCO.C,20170119,60,44,4.11111111111
WASCO.C,20170120,54,46,3.0
WASCO.C,20170121,58,42,3.0
WASCO.C,20170122,59,36,1.61111111111
WASCO.C,20170123,58,37,1.61111111111
WASCO.C,20170124,55,39,1.33333333333
WASCO.C,20170125,56,34,0.222222222222
WASCO.C,20170126,54,32,-0.888888888889
WASCO.C,20170127,58,31,-0.0555555555556
WASCO.C,20170128,60,32,0.777777777778
WASCO.C,20170129,60,38,2.44444444444
WASCO.C,20170130,67,33,3.0
WASCO.C,20170131,68,36,4.11111111111
WASCO.C,20170201,69,37,4.66666666667
WASCO.C,20170202,69,49,8.0
WASCO.C,20170203,70,51,8.83333333333
WASCO.C,20170204,66,42,5.22222222222
WASCO.C,20170205,61,41,3.55555555556
WASCO.C,20170206,63,51,6.88888888889
WASCO.C,20170207,70,52,9.11111111111
WASCO.C,20170208,74,54,10.7777777778
WASCO.C,20170209,73,55,10.7777777778
WASCO.C,20170210,62,54,7.44444444444
WASCO.C,20170211,56,43,2.72222222222
WASCO.C,20170212,64,40,4.11111111111
WASCO.C,20170213,66,39,4.38888888889
WASCO.C,20170214,67,48,7.16666666667
WASCO.C,20170215,76,53,11.0555555556
WASCO.C,20170216,57,46,3.83333333333
WASCO.C,20170217,62,52,6.88888888889
WASCO.C,20170218,66,50,7.44444444444
WASCO.C,20170219,60,48,5.22222222222
WASCO.C,20170220,71,52,9.38888888889
WASCO.C,20170221,70,50,8.55555555556
WASCO.C,20170222,58,45,3.83333333333
WASCO.C,20170223,53,35,-0.333333333333
WASCO.C,20170224,56,32,-0.333333333333
WASCO.C,20170225,52,31,-1.72222222222
WASCO.C,20170226,57,38,1.61111111111
WASCO.C,20170227,58,45,3.83333333333
WASCO.C,20170228,59,35,1.33333333333
WASCO.C,20170301,62,33,1.61111111111
WASCO.C,20170302,67,35,3.55555555556
WASCO.C,20170303,71,36,4.94444444444
WASCO.C,20170304,69,42,6.05555555556
WASCO.C,20170305,62,41,3.83333333333
WASCO.C,20170306,58,31,-0.0555555555556
WASCO.C,20170307,62,33,1.61111111111
WASCO.C,20170308,66,40,4.66666666667
WASCO.C,20170309,72,41,6.61111111111
WASCO.C,20170310,70,46,7.44444444444
WASCO.C,20170311,75,45,8.55555555556
WASCO.C,20170312,75,50,9.94444444444
WASCO.C,20170313,79,49,10.7777777778
WASCO.C,20170314,83,50,12.1666666667
WASCO.C,20170315,87,54,14.3888888889
WASCO.C,20170316,71,43,6.88888888889
WASCO.C,20170317,79,50,11.0555555556
WASCO.C,20170318,79,52,11.6111111111
WASCO.C,20170319,75,50,9.94444444444
WASCO.C,20170320,72,53,9.94444444444
WASCO.C,20170321,73,55,10.7777777778
WASCO.C,20170322,65,49,6.88888888889
WASCO.C,20170323,62,44,4.66666666667
WASCO.C,20170324,72,43,7.16666666667
WASCO.C,20170325,62,51,6.61111111111
WASCO.C,20170326,67,50,7.72222222222
WASCO.C,20170327,65,50,7.16666666667
WASCO.C,20170328,69,49,8.0
WASCO.C,20170329,75,46,8.83333333333
WASCO.C,20170330,75,44,8.27777777778
WASCO.C,20170331,66,44,5.77777777778
WASCO.C,20170401,75,41,7.44444444444
WASCO.C,20170402,82,45,10.5
WASCO.C,20170403,77,48,9.94444444444
WASCO.C,20170404,81,45,10.2222222222
WASCO.C,20170405,84,48,11.8888888889
WASCO.C,20170406,73,53,10.2222222222
WASCO.C,20170407,71,57,10.7777777778
WASCO.C,20170408,65,40,4.38888888889
WASCO.C,20170409,65,37,3.55555555556
WASCO.C,20170410,70,39,5.5
WASCO.C,20170411,74,43,7.72222222222
WASCO.C,20170412,80,46,10.2222222222
WASCO.C,20170413,71,49,8.55555555556
WASCO.C,20170414,65,43,5.22222222222
WASCO.C,20170415,72,39,6.05555555556
WASCO.C,20170416,82,46,10.7777777778
WASCO.C,20170417,79,56,12.7222222222
WASCO.C,20170418,64,55,8.27777777778
WASCO.C,20170419,72,53,9.94444444444
WASCO.C,20170420,74,49,9.38888888889
WASCO.C,20170421,77,47,9.66666666667
WASCO.C,20170422,82,50,11.8888888889
WASCO.C,20170423,76,52,10.7777777778
WASCO.C,20170424,73,49,9.11111111111
WASCO.C,20170425,70,48,8.0
WASCO.C,20170426,76,49,9.94444444444
WASCO.C,20170427,76,52,10.7777777778
WASCO.C,20170428,76,46,9.11111111111
WASCO.C,20170429,81,48,11.0555555556
WASCO.C,20170430,85,47,11.8888888889
WASCO.C,20170501,88,62,16.8888888889
WASCO.C,20170502,91,59,16.8888888889
WASCO.C,20170503,94,63,18.8333333333
WASCO.C,20170504,98,64,20.2222222222
WASCO.C,20170505,84,53,13.2777777778
WASCO.C,20170506,67,48,7.16666666667
WASCO.C,20170507,71,52,9.38888888889
WASCO.C,20170508,79,59,13.5555555556
WASCO.C,20170509,86,54,14.1111111111
